4/2/2025	28.55
4/3/2025	28.55
4/4/2025	28.55
4/7/2025	25.59
4/8/2025	25.59
4/9/2025	25.59
4/10/2025	25.59
4/11/2025	25.59
4/14/2025	29.85
4/15/2025	29.85
4/16/2025	29.85
4/17/2025	25.33
4/21/2025	30.07
4/22/2025	30.07
4/23/2025	27.75
4/24/2025	27.75
4/25/2025	27.75
4/28/2025	29.04
4/29/2025	29.04
4/30/2025	28.15
5/1/2025	28.15
5/2/2025	28.15
5/5/2025	28.00
5/6/2025	28.00
5/7/2025	28.00
5/8/2025	29.68
5/9/2025	29.68
5/12/2025	29.68
5/13/2025	28.62
5/14/2025	28.62
5/15/2025	28.61
5/16/2025	28.61
5/19/2025	28.61
5/20/2025	27.25
5/21/2025	27.30
5/22/2025	27.30
5/23/2025	27.30
5/27/2025	27.30
5/28/2025	27.30
5/29/2025	28.83
5/30/2025	28.84
6/2/2025	28.84
6/3/2025	27.90
6/4/2025	30.04
6/5/2025	30.04
6/6/2025	28.14
6/9/2025	28.14
6/10/2025	28.14
6/11/2025	28.14
6/12/2025	27.93
6/13/2025	27.93
6/16/2025	27.93
6/17/2025	27.93
6/18/2025	27.93
6/20/2025	27.93
6/23/2025	27.93
6/24/2025	27.93
6/25/2025	27.93
6/26/2025	27.93
6/27/2025	27.93
6/30/2025	28.32
7/1/2025	28.32
7/2/2025	28.32
7/3/2025	28.32
7/7/2025	28.32
7/8/2025	28.50
7/9/2025	28.75
7/10/2025	28.45
7/11/2025	30.00
7/14/2025	30.00
7/15/2025	30.00
7/16/2025	30.00
7/17/2025	30.00
7/18/2025	30.00
7/21/2025	30.00
7/22/2025	30.00
7/23/2025	30.00
7/24/2025	30.00
7/25/2025	30.00
7/28/2025	30.00
7/29/2025	30.00
7/30/2025	30.00
7/31/2025	30.00
8/1/2025	28.49
8/4/2025	28.49
8/5/2025	28.49
8/6/2025	30.00
8/7/2025	30.00
8/8/2025	30.00
8/11/2025	30.00
8/12/2025	30.00
8/13/2025	30.00
8/14/2025	30.00
8/15/2025	30.00
8/18/2025	30.00
8/19/2025	30.00
8/20/2025	30.00
8/21/2025	30.00
8/22/2025	30.00
8/25/2025	30.00
8/26/2025	30.00
8/27/2025	30.00
8/28/2025	30.00
8/29/2025	30.00
9/2/2025	30.44
9/3/2025	31.64
9/4/2025	30.75
9/5/2025	30.75
9/8/2025	30.75
9/9/2025	30.75
9/10/2025	30.75
9/11/2025	30.75
9/12/2025	30.75
9/15/2025	31.69
9/16/2025	31.69
9/17/2025	31.69
9/18/2025	31.69
9/19/2025	31.69
9/22/2025	32.45
9/23/2025	32.45
9/24/2025	32.45
9/25/2025	32.45
9/26/2025	32.45
9/29/2025	32.45
9/30/2025	29.89
10/1/2025	29.89
10/2/2025	29.89
10/3/2025	29.89
10/6/2025	29.89
10/7/2025	29.89
10/8/2025	29.89
10/9/2025	29.89
10/10/2025	29.89
10/13/2025	29.89
10/14/2025	29.89
10/15/2025	29.89
10/16/2025	29.89
10/17/2025	29.89
10/20/2025	29.89
10/21/2025	29.89
10/22/2025	29.89
10/23/2025	29.89
10/24/2025	29.89
10/27/2025	29.89
10/28/2025	29.89
10/29/2025	31.13
10/30/2025	31.13
10/31/2025	30.22
11/3/2025	30.22
11/4/2025	30.22
11/5/2025	30.22
11/6/2025	30.22
11/7/2025	30.22
11/10/2025	30.22
11/11/2025	30.22
11/12/2025	30.22
11/13/2025	30.22
11/14/2025	30.22
11/17/2025	30.22
11/18/2025	30.22
11/19/2025	30.22
11/20/2025	30.22
11/21/2025	30.22
11/24/2025	30.22
11/25/2025	30.22
11/26/2025	30.94
11/28/2025	31.37
12/1/2025	31.02
12/2/2025	31.02
12/3/2025	31.02
12/4/2025	31.02
12/5/2025	31.02
12/8/2025	28.71
12/9/2025	28.71
12/10/2025	29.08
12/11/2025	30.96
12/12/2025	31.00
12/15/2025	31.00
12/16/2025	31.00
12/17/2025	30.60
12/18/2025	30.60
12/19/2025	30.60
12/22/2025	30.60
12/23/2025	30.60
12/24/2025	30.60
12/26/2025	30.60
12/29/2025	32.97
12/30/2025	32.97
12/31/2025	32.97
1/2/2026	31.26
1/5/2026	31.26
1/6/2026	31.26
1/7/2026	31.26
1/8/2026	32.31
1/9/2026	32.31
1/12/2026	32.31
1/13/2026	32.31
1/14/2026	32.31
1/15/2026	32.31
1/16/2026	32.31
1/20/2026	30.67
1/21/2026	30.67
1/22/2026	30.67
1/23/2026	31.28
1/26/2026	31.28
1/27/2026	31.80
1/28/2026	31.80
1/29/2026	31.80
1/30/2026	31.70
2/2/2026	31.70
2/3/2026	31.70
2/4/2026	31.70
2/5/2026	31.70
2/6/2026	31.70
2/9/2026	32.00
2/10/2026	32.00
2/11/2026	32.00
2/12/2026	32.00
2/13/2026	32.75
2/17/2026	31.60
2/18/2026	31.60
2/19/2026	33.73
2/20/2026	33.73
2/23/2026	33.73
2/24/2026	33.73
2/25/2026	33.73
2/26/2026	33.73
2/27/2026	33.73
3/2/2026	33.73
3/3/2026	33.73
3/4/2026	26.47
3/5/2026	26.47
3/6/2026	26.47
3/9/2026	26.47
3/10/2026	26.47
3/11/2026	26.47
3/12/2026	26.47
3/13/2026	26.47
3/16/2026	26.47
3/17/2026	26.47
3/18/2026	26.47
3/19/2026	26.47
3/20/2026	26.47
3/23/2026	26.47
3/24/2026	26.47
3/25/2026	26.47
3/26/2026	26.47
3/27/2026	26.47
3/30/2026	31.57
3/31/2026	31.57
4/1/2026	31.57
4/2/2026	31.57
